,artist,track,week start,week end,place
376,"Anthony, Marc",My Baby You,2001-01-27,2001-02-03,90.0
377,"Anthony, Marc",My Baby You,2000-09-23,2000-09-30,76.0
378,"Anthony, Marc",My Baby You,2000-09-30,2000-10-07,76.0
379,"Anthony, Marc",My Baby You,2000-10-07,2000-10-14,70.0
380,"Anthony, Marc",My Baby You,2000-10-14,2000-10-21,82.0
381,"Anthony, Marc",My Baby You,2000-10-21,2000-10-28,81.0
382,"Anthony, Marc",My Baby You,2000-10-28,2000-11-04,74.0
383,"Anthony, Marc",My Baby You,2000-11-04,2000-11-11,80.0
384,"Anthony, Marc",My Baby You,2000-11-11,2000-11-18,76.0
385,Avant,Separated,2000-07-01,2000-07-08,25.0
386,Avant,Separated,2000-07-08,2000-07-15,23.0
387,Avant,Separated,2000-07-15,2000-07-22,28.0
388,Avant,Separated,2000-07-22,2000-07-29,27.0
389,Avant,Separated,2000-07-29,2000-08-05,29.0
390,Avant,Separated,2000-08-05,2000-08-12,27.0
391,Avant,Separated,2000-08-12,2000-08-19,31.0
392,Avant,Separated,2000-08-19,2000-08-26,31.0
393,Avant,Separated,2000-08-26,2000-09-02,33.0
394,Avant,Separated,2000-09-02,2000-09-09,40.0
395,Avant,Separated,2000-04-29,2000-05-06,62.0
396,Avant,Separated,2000-09-09,2000-09-16,51.0
397,Avant,Separated,2000-05-06,2000-05-13,32.0
398,Avant,Separated,2000-05-13,2000-05-20,30.0
399,Avant,Separated,2000-05-20,2000-05-27,23.0
400,Avant,Separated,2000-05-27,2000-06-03,26.0
401,Avant,Separated,2000-06-03,2000-06-10,30.0
402,Avant,Separated,2000-06-10,2000-06-17,35.0
403,Avant,Separated,2000-06-17,2000-06-24,32.0
404,Avant,Separated,2000-06-24,2000-07-01,32.0
405,Avant,My First Love,2001-01-06,2001-01-13,31.0
406,Avant,My First Love,2001-01-13,2001-01-20,32.0
407,Avant,My First Love,2001-01-20,2001-01-27,31.0
408,Avant,My First Love,2001-01-27,2001-02-03,38.0
409,Avant,My First Love,2001-02-03,2001-02-10,38.0
410,Avant,My First Love,2001-02-10,2001-02-17,52.0
411,Avant,My First Love,2001-02-17,2001-02-24,57.0
412,Avant,My First Love,2001-02-24,2001-03-03,64.0
413,Avant,My First Love,2001-03-03,2001-03-10,73.0
414,Avant,My First Love,2001-03-10,2001-03-17,81.0
415,Avant,My First Love,2000-11-04,2000-11-11,70.0
416,Avant,My First Love,2001-03-17,2001-03-24,79.0
417,Avant,My First Love,2000-11-11,2000-11-18,62.0
418,Avant,My First Love,2000-11-18,2000-11-25,56.0
419,Avant,My First Love,2000-11-25,2000-12-02,43.0
420,Avant,My First Love,2000-12-02,2000-12-09,39.0
421,Avant,My First Love,2000-12-09,2000-12-16,33.0
422,Avant,My First Love,2000-12-16,2000-12-23,26.0
423,Avant,My First Love,2000-12-23,2000-12-30,26.0
424,Avant,My First Love,2000-12-30,2001-01-06,26.0
425,BBMak,Back Here,2000-07-01,2000-07-08,18.0
426,BBMak,Back Here,2000-07-08,2000-07-15,19.0
427,BBMak,Back Here,2000-07-15,2000-07-22,15.0
428,BBMak,Back Here,2000-07-22,2000-07-29,18.0
429,BBMak,Back Here,2000-07-29,2000-08-05,13.0
430,BBMak,Back Here,2000-08-05,2000-08-12,16.0
431,BBMak,Back Here,2000-08-12,2000-08-19,15.0
432,BBMak,Back Here,2000-08-19,2000-08-26,16.0
433,BBMak,Back Here,2000-08-26,2000-09-02,16.0
434,BBMak,Back Here,2000-09-02,2000-09-09,17.0
435,BBMak,Back Here,2000-04-29,2000-05-06,99.0
436,BBMak,Back Here,2000-09-09,2000-09-16,15.0
437,BBMak,Back Here,2000-09-16,2000-09-23,18.0
438,BBMak,Back Here,2000-09-23,2000-09-30,17.0
439,BBMak,Back Here,2000-09-30,2000-10-07,16.0
440,BBMak,Back Here,2000-10-07,2000-10-14,22.0
441,BBMak,Back Here,2000-10-14,2000-10-21,24.0
442,BBMak,Back Here,2000-10-21,2000-10-28,30.0
443,BBMak,Back Here,2000-10-28,2000-11-04,36.0
444,BBMak,Back Here,2000-11-04,2000-11-11,37.0
445,BBMak,Back Here,2000-11-11,2000-11-18,42.0
446,BBMak,Back Here,2000-05-06,2000-05-13,86.0
447,BBMak,Back Here,2000-11-18,2000-11-25,45.0
448,BBMak,Back Here,2000-11-25,2000-12-02,49.0
449,BBMak,Back Here,2000-05-13,2000-05-20,60.0
450,BBMak,Back Here,2000-05-20,2000-05-27,52.0
451,BBMak,Back Here,2000-05-27,2000-06-03,38.0
452,BBMak,Back Here,2000-06-03,2000-06-10,34.0
453,BBMak,Back Here,2000-06-10,2000-06-17,28.0
454,BBMak,Back Here,2000-06-17,2000-06-24,21.0
455,BBMak,Back Here,2000-06-24,2000-07-01,18.0
456,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-03-04,2000-03-11,9.0
457,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-03-11,2000-03-18,7.0
458,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-03-18,2000-03-25,6.0
459,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-03-25,2000-04-01,6.0
460,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-04-01,2000-04-08,6.0
461,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-04-08,2000-04-15,8.0
462,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-04-15,2000-04-22,9.0
463,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-04-22,2000-04-29,13.0
464,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-04-29,2000-05-06,19.0
465,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-05-06,2000-05-13,23.0
466,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-01-01,2000-01-08,74.0
467,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-05-13,2000-05-20,26.0
468,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-05-20,2000-05-27,32.0
469,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-05-27,2000-06-03,34.0
470,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-06-03,2000-06-10,45.0
471,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-06-10,2000-06-17,47.0
472,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-01-08,2000-01-15,62.0
473,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-01-15,2000-01-22,55.0
474,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-01-22,2000-01-29,25.0
475,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-01-29,2000-02-05,16.0
476,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-02-05,2000-02-12,14.0
477,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-02-12,2000-02-19,12.0
478,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-02-19,2000-02-26,10.0
479,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,2000-02-26,2000-03-04,12.0
480,"Backstreet Boys, The",The One,2000-07-29,2000-08-05,61.0
481,"Backstreet Boys, The",The One,2000-08-05,2000-08-12,76.0
482,"Backstreet Boys, The",The One,2000-08-12,2000-08-19,90.0
483,"Backstreet Boys, The",The One,2000-08-19,2000-08-26,93.0
484,"Backstreet Boys, The",The One,2000-08-26,2000-09-02,93.0
485,"Backstreet Boys, The",The One,2000-09-02,2000-09-09,100.0
486,"Backstreet Boys, The",The One,2000-05-27,2000-06-03,58.0
487,"Backstreet Boys, The",The One,2000-06-03,2000-06-10,50.0
488,"Backstreet Boys, The",The One,2000-06-10,2000-06-17,43.0
489,"Backstreet Boys, The",The One,2000-06-17,2000-06-24,37.0
490,"Backstreet Boys, The",The One,2000-06-24,2000-07-01,31.0
491,"Backstreet Boys, The",The One,2000-07-01,2000-07-08,30.0
492,"Backstreet Boys, The",The One,2000-07-08,2000-07-15,39.0
493,"Backstreet Boys, The",The One,2000-07-15,2000-07-22,47.0
494,"Backstreet Boys, The",The One,2000-07-22,2000-07-29,55.0
495,"Backstreet Boys, The",Shape Of My Heart,2000-12-16,2000-12-23,12.0
496,"Backstreet Boys, The",Shape Of My Heart,2000-12-23,2000-12-30,17.0
497,"Backstreet Boys, The",Shape Of My Heart,2000-12-30,2001-01-06,19.0
498,"Backstreet Boys, The",Shape Of My Heart,2001-01-06,2001-01-13,29.0
499,"Backstreet Boys, The",Shape Of My Heart,2001-01-13,2001-01-20,26.0
500,"Backstreet Boys, The",Shape Of My Heart,2001-01-20,2001-01-27,24.0
501,"Backstreet Boys, The",Shape Of My Heart,2001-01-27,2001-02-03,31.0
502,"Backstreet Boys, The",Shape Of My Heart,2001-02-03,2001-02-10,52.0
503,"Backstreet Boys, The",Shape Of My Heart,2001-02-10,2001-02-17,63.0
504,"Backstreet Boys, The",Shape Of My Heart,2001-02-17,2001-02-24,62.0
505,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,2000-10-21,39.0
506,"Backstreet Boys, The",Shape Of My Heart,2001-02-24,2001-03-03,70.0
507,"Backstreet Boys, The",Shape Of My Heart,2000-10-21,2000-10-28,25.0
508,"Backstreet Boys, The",Shape Of My Heart,2000-10-28,2000-11-04,24.0
509,"Backstreet Boys, The",Shape Of My Heart,2000-11-04,2000-11-11,15.0
510,"Backstreet Boys, The",Shape Of My Heart,2000-11-11,2000-11-18,12.0
511,"Backstreet Boys, The",Shape Of My Heart,2000-11-18,2000-11-25,12.0
512,"Backstreet Boys, The",Shape Of My Heart,2000-11-25,2000-12-02,10.0
513,"Backstreet Boys, The",Shape Of My Heart,2000-12-02,2000-12-09,9.0
514,"Backstreet Boys, The",Shape Of My Heart,2000-12-09,2000-12-16,10.0
515,"Badu, Erkyah",Bag Lady,2000-10-21,2000-10-28,9.0
516,"Badu, Erkyah",Bag Lady,2000-10-28,2000-11-04,8.0
517,"Badu, Erkyah",Bag Lady,2000-11-04,2000-11-11,11.0
518,"Badu, Erkyah",Bag Lady,2000-11-11,2000-11-18,15.0
519,"Badu, Erkyah",Bag Lady,2000-11-18,2000-11-25,21.0
520,"Badu, Erkyah",Bag Lady,2000-11-25,2000-12-02,26.0
521,"Badu, Erkyah",Bag Lady,2000-12-02,2000-12-09,29.0
522,"Badu, Erkyah",Bag Lady,2000-12-09,2000-12-16,26.0
523,"Badu, Erkyah",Bag Lady,2000-12-16,2000-12-23,38.0
524,"Badu, Erkyah",Bag Lady,2000-12-23,2000-12-30,56.0
525,"Badu, Erkyah",Bag Lady,2000-08-19,2000-08-26,67.0
526,"Badu, Erkyah",Bag Lady,2000-12-30,2001-01-06,66.0
527,"Badu, Erkyah",Bag Lady,2000-08-26,2000-09-02,53.0
528,"Badu, Erkyah",Bag Lady,2000-09-02,2000-09-09,42.0
529,"Badu, Erkyah",Bag Lady,2000-09-09,2000-09-16,41.0
530,"Badu, Erkyah",Bag Lady,2000-09-16,2000-09-23,48.0
531,"Badu, Erkyah",Bag Lady,2000-09-23,2000-09-30,42.0
532,"Badu, Erkyah",Bag Lady,2000-09-30,2000-10-07,34.0
533,"Badu, Erkyah",Bag Lady,2000-10-07,2000-10-14,6.0
534,"Badu, Erkyah",Bag Lady,2000-10-14,2000-10-21,9.0
535,Baha Men,Who Let The Dogs Out,2000-09-23,2000-09-30,54.0
536,Baha Men,Who Let The Dogs Out,2000-09-30,2000-10-07,53.0
537,Baha Men,Who Let The Dogs Out,2000-10-07,2000-10-14,53.0
538,Baha Men,Who Let The Dogs Out,2000-10-14,2000-10-21,43.0
539,Baha Men,Who Let The Dogs Out,2000-10-21,2000-10-28,40.0
540,Baha Men,Who Let The Dogs Out,2000-10-28,2000-11-04,44.0
541,Baha Men,Who Let The Dogs Out,2000-11-04,2000-11-11,41.0
542,Baha Men,Who Let The Dogs Out,2000-11-11,2000-11-18,51.0
543,Baha Men,Who Let The Dogs Out,2000-11-18,2000-11-25,65.0
544,Baha Men,Who Let The Dogs Out,2000-11-25,2000-12-02,78.0
545,Baha Men,Who Let The Dogs Out,2000-07-22,2000-07-29,99.0
546,Baha Men,Who Let The Dogs Out,2000-12-02,2000-12-09,84.0
547,Baha Men,Who Let The Dogs Out,2000-07-29,2000-08-05,92.0
548,Baha Men,Who Let The Dogs Out,2000-08-05,2000-08-12,85.0
549,Baha Men,Who Let The Dogs Out,2000-08-12,2000-08-19,76.0
550,Baha Men,Who Let The Dogs Out,2000-08-19,2000-08-26,65.0
551,Baha Men,Who Let The Dogs Out,2000-08-26,2000-09-02,54.0
552,Baha Men,Who Let The Dogs Out,2000-09-02,2000-09-09,61.0
553,Baha Men,Who Let The Dogs Out,2000-09-09,2000-09-16,58.0
554,Baha Men,Who Let The Dogs Out,2000-09-16,2000-09-23,54.0
555,Barenaked Ladies,Pinch Me,2000-11-11,2000-11-18,25.0
556,Barenaked Ladies,Pinch Me,2000-11-18,2000-11-25,16.0
557,Barenaked Ladies,Pinch Me,2000-11-25,2000-12-02,15.0
558,Barenaked Ladies,Pinch Me,2000-12-02,2000-12-09,15.0
559,Barenaked Ladies,Pinch Me,2000-12-09,2000-12-16,19.0
560,Barenaked Ladies,Pinch Me,2000-12-16,2000-12-23,19.0
561,Barenaked Ladies,Pinch Me,2000-12-23,2000-12-30,20.0
562,Barenaked Ladies,Pinch Me,2000-12-30,2001-01-06,22.0
563,Barenaked Ladies,Pinch Me,2001-01-06,2001-01-13,20.0
564,Barenaked Ladies,Pinch Me,2001-01-13,2001-01-20,21.0
565,Barenaked Ladies,Pinch Me,2000-09-09,2000-09-16,77.0
566,Barenaked Ladies,Pinch Me,2001-01-20,2001-01-27,34.0
567,Barenaked Ladies,Pinch Me,2001-01-27,2001-02-03,44.0
568,Barenaked Ladies,Pinch Me,2000-09-16,2000-09-23,76.0
569,Barenaked Ladies,Pinch Me,2000-09-23,2000-09-30,69.0
570,Barenaked Ladies,Pinch Me,2000-09-30,2000-10-07,45.0
571,Barenaked Ladies,Pinch Me,2000-10-07,2000-10-14,51.0
572,Barenaked Ladies,Pinch Me,2000-10-14,2000-10-21,37.0
573,Barenaked Ladies,Pinch Me,2000-10-21,2000-10-28,33.0
574,Barenaked Ladies,Pinch Me,2000-10-28,2000-11-04,29.0
575,Barenaked Ladies,Pinch Me,2000-11-04,2000-11-11,26.0
576,Beenie Man,Girls Dem Sugar,2000-12-23,2000-12-30,75.0
577,Beenie Man,Girls Dem Sugar,2000-12-30,2001-01-06,84.0
578,Beenie Man,Girls Dem Sugar,2001-01-06,2001-01-13,92.0
579,Beenie Man,Girls Dem Sugar,2001-01-13,2001-01-20,85.0
580,Beenie Man,Girls Dem Sugar,2001-01-20,2001-01-27,84.0
581,Beenie Man,Girls Dem Sugar,2001-01-27,2001-02-03,95.0
582,Beenie Man,Girls Dem Sugar,2000-10-21,2000-10-28,72.0
583,Beenie Man,Girls Dem Sugar,2000-10-28,2000-11-04,72.0
584,Beenie Man,Girls Dem Sugar,2000-11-04,2000-11-11,63.0
585,Beenie Man,Girls Dem Sugar,2000-11-11,2000-11-18,56.0
586,Beenie Man,Girls Dem Sugar,2000-11-18,2000-11-25,62.0
587,Beenie Man,Girls Dem Sugar,2000-11-25,2000-12-02,63.0
588,Beenie Man,Girls Dem Sugar,2000-12-02,2000-12-09,54.0
589,Beenie Man,Girls Dem Sugar,2000-12-09,2000-12-16,60.0
590,Beenie Man,Girls Dem Sugar,2000-12-16,2000-12-23,69.0
591,Before Dark,Monica,2000-05-20,2000-05-27,95.0
592,Before Dark,Monica,2000-05-27,2000-06-03,87.0
593,Before Dark,Monica,2000-06-03,2000-06-10,80.0
594,Before Dark,Monica,2000-06-10,2000-06-17,80.0
595,Before Dark,Monica,2000-06-17,2000-06-24,77.0
596,Before Dark,Monica,2000-06-24,2000-07-01,87.0
597,Before Dark,Monica,2000-07-01,2000-07-08,91.0
598,Before Dark,Monica,2000-07-08,2000-07-15,91.0
599,Before Dark,Monica,2000-07-15,2000-07-22,100.0
600,"Bega, Lou",Tricky Tricky ,2000-01-29,2000-02-05,75.0
601,"Bega, Lou",Tricky Tricky ,2000-02-05,2000-02-12,74.0
602,"Bega, Lou",Tricky Tricky ,2000-02-12,2000-02-19,87.0
603,Big Punisher,It's So Hard,2000-06-24,2000-07-01,84.0
604,Big Punisher,It's So Hard,2000-07-01,2000-07-08,90.0
605,Big Punisher,It's So Hard,2000-07-08,2000-07-15,88.0
606,Big Punisher,It's So Hard,2000-07-15,2000-07-22,94.0
607,Big Punisher,It's So Hard,2000-07-22,2000-07-29,98.0
608,Big Punisher,It's So Hard,2000-07-29,2000-08-05,100.0
609,Big Punisher,It's So Hard,2000-04-22,2000-04-29,96.0
610,Big Punisher,It's So Hard,2000-04-29,2000-05-06,87.0
611,Big Punisher,It's So Hard,2000-05-06,2000-05-13,75.0
612,Big Punisher,It's So Hard,2000-05-13,2000-05-20,79.0
613,Big Punisher,It's So Hard,2000-05-20,2000-05-27,81.0
614,Big Punisher,It's So Hard,2000-05-27,2000-06-03,81.0
615,Big Punisher,It's So Hard,2000-06-03,2000-06-10,76.0
616,Big Punisher,It's So Hard,2000-06-10,2000-06-17,76.0
617,Big Punisher,It's So Hard,2000-06-17,2000-06-24,78.0
618,Black Rob,Whoa!,2000-05-06,2000-05-13,58.0
619,Black Rob,Whoa!,2000-05-13,2000-05-20,54.0
620,Black Rob,Whoa!,2000-05-20,2000-05-27,57.0
621,Black Rob,Whoa!,2000-05-27,2000-06-03,70.0
622,Black Rob,Whoa!,2000-06-03,2000-06-10,85.0
623,Black Rob,Whoa!,2000-06-10,2000-06-17,84.0
624,Black Rob,Whoa!,2000-06-17,2000-06-24,93.0
625,Black Rob,Whoa!,2000-06-24,2000-07-01,97.0
626,Black Rob,Whoa!,2000-03-04,2000-03-11,78.0
627,Black Rob,Whoa!,2000-03-11,2000-03-18,59.0
628,Black Rob,Whoa!,2000-03-18,2000-03-25,53.0
629,Black Rob,Whoa!,2000-03-25,2000-04-01,52.0
630,Black Rob,Whoa!,2000-04-01,2000-04-08,47.0
631,Black Rob,Whoa!,2000-04-08,2000-04-15,46.0
632,Black Rob,Whoa!,2000-04-15,2000-04-22,43.0
633,Black Rob,Whoa!,2000-04-22,2000-04-29,47.0
634,Black Rob,Whoa!,2000-04-29,2000-05-06,47.0
635,"Black, Clint",Been There,2000-04-22,2000-04-29,44.0
636,"Black, Clint",Been There,2000-04-29,2000-05-06,44.0
637,"Black, Clint",Been There,2000-05-06,2000-05-13,55.0
638,"Black, Clint",Been There,2000-05-13,2000-05-20,53.0
639,"Black, Clint",Been There,2000-05-20,2000-05-27,53.0
640,"Black, Clint",Been There,2000-05-27,2000-06-03,63.0
641,"Black, Clint",Been There,2000-06-03,2000-06-10,84.0
642,"Black, Clint",Been There,2000-06-10,2000-06-17,85.0
643,"Black, Clint",Been There,2000-06-17,2000-06-24,87.0
644,"Black, Clint",Been There,2000-06-24,2000-07-01,95.0
645,"Black, Clint",Been There,2000-02-19,2000-02-26,87.0
646,"Black, Clint",Been There,2000-07-01,2000-07-08,100.0
647,"Black, Clint",Been There,2000-02-26,2000-03-04,73.0
648,"Black, Clint",Been There,2000-03-04,2000-03-11,62.0
649,"Black, Clint",Been There,2000-03-11,2000-03-18,58.0
650,"Black, Clint",Been There,2000-03-18,2000-03-25,58.0
651,"Black, Clint",Been There,2000-03-25,2000-04-01,57.0
652,"Black, Clint",Been There,2000-04-01,2000-04-08,51.0
653,"Black, Clint",Been There,2000-04-08,2000-04-15,47.0
654,"Black, Clint",Been There,2000-04-15,2000-04-22,44.0
655,Blaque,Bring It All To Me,1999-12-25,2000-01-01,9.0
656,Blaque,Bring It All To Me,2000-01-01,2000-01-08,9.0
657,Blaque,Bring It All To Me,2000-01-08,2000-01-15,9.0
658,Blaque,Bring It All To Me,2000-01-15,2000-01-22,10.0
659,Blaque,Bring It All To Me,2000-01-22,2000-01-29,5.0
660,Blaque,Bring It All To Me,2000-01-29,2000-02-05,5.0
661,Blaque,Bring It All To Me,2000-02-05,2000-02-12,6.0
662,Blaque,Bring It All To Me,2000-02-12,2000-02-19,8.0
663,Blaque,Bring It All To Me,2000-02-19,2000-02-26,9.0
664,Blaque,Bring It All To Me,2000-02-26,2000-03-04,15.0
665,Blaque,Bring It All To Me,1999-10-23,1999-10-30,73.0
666,Blaque,Bring It All To Me,2000-03-04,2000-03-11,15.0
667,Blaque,Bring It All To Me,2000-03-11,2000-03-18,18.0
668,Blaque,Bring It All To Me,2000-03-18,2000-03-25,17.0
669,Blaque,Bring It All To Me,2000-03-25,2000-04-01,18.0
670,Blaque,Bring It All To Me,2000-04-01,2000-04-08,19.0
671,Blaque,Bring It All To Me,2000-04-08,2000-04-15,19.0
672,Blaque,Bring It All To Me,2000-04-15,2000-04-22,22.0
673,Blaque,Bring It All To Me,2000-04-22,2000-04-29,26.0
674,Blaque,Bring It All To Me,2000-04-29,2000-05-06,32.0
675,Blaque,Bring It All To Me,2000-05-06,2000-05-13,42.0
676,Blaque,Bring It All To Me,1999-10-30,1999-11-06,63.0
677,Blaque,Bring It All To Me,1999-11-06,1999-11-13,50.0
678,Blaque,Bring It All To Me,1999-11-13,1999-11-20,42.0
679,Blaque,Bring It All To Me,1999-11-20,1999-11-27,24.0
680,Blaque,Bring It All To Me,1999-11-27,1999-12-04,19.0
681,Blaque,Bring It All To Me,1999-12-04,1999-12-11,17.0
682,Blaque,Bring It All To Me,1999-12-11,1999-12-18,14.0
683,Blaque,Bring It All To Me,1999-12-18,1999-12-25,11.0
684,"Blige, Mary J.",Deep Inside,2000-01-15,2000-01-22,67.0
685,"Blige, Mary J.",Deep Inside,2000-01-22,2000-01-29,63.0
686,"Blige, Mary J.",Deep Inside,2000-01-29,2000-02-05,67.0
687,"Blige, Mary J.",Deep Inside,2000-02-05,2000-02-12,75.0
688,"Blige, Mary J.",Deep Inside,2000-02-12,2000-02-19,85.0
689,"Blige, Mary J.",Deep Inside,2000-02-19,2000-02-26,94.0
690,"Blige, Mary J.",Deep Inside,1999-11-13,1999-11-20,83.0
691,"Blige, Mary J.",Deep Inside,1999-11-20,1999-11-27,80.0
692,"Blige, Mary J.",Deep Inside,1999-11-27,1999-12-04,80.0
693,"Blige, Mary J.",Deep Inside,1999-12-04,1999-12-11,75.0
694,"Blige, Mary J.",Deep Inside,1999-12-11,1999-12-18,75.0
695,"Blige, Mary J.",Deep Inside,1999-12-18,1999-12-25,73.0
696,"Blige, Mary J.",Deep Inside,1999-12-25,2000-01-01,64.0
697,"Blige, Mary J.",Deep Inside,2000-01-01,2000-01-08,64.0
698,"Blige, Mary J.",Deep Inside,2000-01-08,2000-01-15,65.0
699,"Blige, Mary J.",Give Me You,2000-06-17,2000-06-24,100.0
700,"Blige, Mary J.",Give Me You,2000-04-15,2000-04-22,97.0
701,"Blige, Mary J.",Give Me You,2000-04-22,2000-04-29,94.0
702,"Blige, Mary J.",Give Me You,2000-04-29,2000-05-06,77.0
703,"Blige, Mary J.",Give Me You,2000-05-06,2000-05-13,76.0
704,"Blige, Mary J.",Give Me You,2000-05-13,2000-05-20,68.0
705,"Blige, Mary J.",Give Me You,2000-05-20,2000-05-27,77.0
706,"Blige, Mary J.",Give Me You,2000-05-27,2000-06-03,89.0
707,"Blige, Mary J.",Give Me You,2000-06-03,2000-06-10,90.0
708,Blink-182,All The Small Things,2000-02-05,2000-02-12,15.0
709,Blink-182,All The Small Things,2000-02-12,2000-02-19,7.0
710,Blink-182,All The Small Things,2000-02-19,2000-02-26,6.0
711,Blink-182,All The Small Things,2000-02-26,2000-03-04,8.0
712,Blink-182,All The Small Things,2000-03-04,2000-03-11,8.0
713,Blink-182,All The Small Things,2000-03-11,2000-03-18,9.0
714,Blink-182,All The Small Things,2000-03-18,2000-03-25,11.0
715,Blink-182,All The Small Things,2000-03-25,2000-04-01,14.0
716,Blink-182,All The Small Things,2000-04-01,2000-04-08,16.0
717,Blink-182,All The Small Things,2000-04-08,2000-04-15,18.0
718,Blink-182,All The Small Things,1999-12-04,1999-12-11,89.0
719,Blink-182,All The Small Things,2000-04-15,2000-04-22,23.0
720,Blink-182,All The Small Things,2000-04-22,2000-04-29,33.0
721,Blink-182,All The Small Things,2000-04-29,2000-05-06,41.0
722,Blink-182,All The Small Things,2000-05-06,2000-05-13,43.0
723,Blink-182,All The Small Things,1999-12-11,1999-12-18,76.0
724,Blink-182,All The Small Things,1999-12-18,1999-12-25,69.0
725,Blink-182,All The Small Things,1999-12-25,2000-01-01,59.0
726,Blink-182,All The Small Things,2000-01-01,2000-01-08,59.0
727,Blink-182,All The Small Things,2000-01-08,2000-01-15,51.0
728,Blink-182,All The Small Things,2000-01-15,2000-01-22,50.0
729,Blink-182,All The Small Things,2000-01-22,2000-01-29,35.0
730,Blink-182,All The Small Things,2000-01-29,2000-02-05,26.0
731,Bloodhound Gang,The Bad Touch,2000-05-20,2000-05-27,92.0
732,Bloodhound Gang,The Bad Touch,2000-05-27,2000-06-03,96.0
733,Bloodhound Gang,The Bad Touch,2000-06-03,2000-06-10,98.0
734,Bloodhound Gang,The Bad Touch,2000-03-18,2000-03-25,70.0
735,Bloodhound Gang,The Bad Touch,2000-03-25,2000-04-01,62.0
736,Bloodhound Gang,The Bad Touch,2000-04-01,2000-04-08,55.0
737,Bloodhound Gang,The Bad Touch,2000-04-08,2000-04-15,55.0
738,Bloodhound Gang,The Bad Touch,2000-04-15,2000-04-22,52.0
739,Bloodhound Gang,The Bad Touch,2000-04-22,2000-04-29,57.0
740,Bloodhound Gang,The Bad Touch,2000-04-29,2000-05-06,72.0
741,Bloodhound Gang,The Bad Touch,2000-05-06,2000-05-13,80.0
742,Bloodhound Gang,The Bad Touch,2000-05-13,2000-05-20,82.0
743,Bon Jovi,It's My Life,2000-10-14,2000-10-21,34.0
744,Bon Jovi,It's My Life,2000-10-21,2000-10-28,35.0
745,Bon Jovi,It's My Life,2000-10-28,2000-11-04,34.0
746,Bon Jovi,It's My Life,2000-11-04,2000-11-11,39.0
747,Bon Jovi,It's My Life,2000-11-11,2000-11-18,44.0
748,Bon Jovi,It's My Life,2000-11-18,2000-11-25,51.0
749,Bon Jovi,It's My Life,2000-11-25,2000-12-02,58.0
750,Bon Jovi,It's My Life,2000-12-02,2000-12-09,61.0
751,Bon Jovi,It's My Life,2000-12-09,2000-12-16,84.0
752,Bon Jovi,It's My Life,2000-12-16,2000-12-23,85.0
753,Bon Jovi,It's My Life,2000-08-12,2000-08-19,64.0
754,Bon Jovi,It's My Life,2000-12-23,2000-12-30,87.0
755,Bon Jovi,It's My Life,2000-08-19,2000-08-26,58.0
756,Bon Jovi,It's My Life,2000-08-26,2000-09-02,51.0
